city	x	y
5375	674	273
5376	633	758
5377	931	777
5378	914	131
5379	820	633
5380	817	413
5381	634	571
5382	835	713
5383	115	113
5384	787	443
5385	557	659
5386	676	752
5387	300	296
5388	73	945
5389	419	864
5390	734	225
5391	1	346
5392	900	389
5393	328	607
5394	773	879
5395	106	785
5396	172	912
5397	465	999
5398	825	59
5399	42	140
5400	547	273
5401	356	879
5402	542	425
5403	396	933
5404	677	69
5405	36	956
5406	663	975
5407	838	6
5408	201	49
5409	932	669
5410	255	177
5411	754	419
5412	757	748
5413	563	349
5414	801	422
5415	929	214
5416	375	44
5417	15	624
5418	871	82
5419	278	351
5420	837	674
5421	181	207
5422	747	246
5423	961	670
5424	629	805
5425	834	783
5426	758	772
5427	961	761
5428	735	676
5429	94	280
5430	228	351
5431	236	668
5432	755	152
5433	406	742
5434	113	937
5435	248	823
5436	794	351
5437	959	671
5438	954	11
5439	437	707
5440	512	573
5441	953	465
5442	811	795
5443	600	547
5444	469	540
5445	777	635
5446	72	551
5447	838	924
5448	572	510
5449	894	281
5450	600	315
5451	156	902
5452	287	98
5453	86	596
5454	80	690
5455	63	186
5456	245	731
5457	449	85
5458	247	516
5459	821	426
5460	99	647
5461	10	58
5462	5	173
5463	817	939
5464	6	679
5465	833	498
5466	783	29
5467	544	613
5468	614	233
5469	402	180
5470	171	882
5471	523	320
5472	332	816
5473	564	552
5474	258	177
5475	272	934
5476	263	734
5477	684	421
5478	338	423
5479	353	950
5480	675	793
5481	103	861
5482	338	679
5483	294	733
5484	694	695
5485	28	788
5486	91	676
5487	123	64
5488	778	9
5489	828	641
5490	997	672
5491	517	18
5492	467	623
5493	793	992
5494	80	39
5495	891	49
5496	438	607
5497	677	34
5498	272	691
5499	438	349
5500	248	504
5501	168	399
5502	691	719
5503	869	591
5504	312	65
5505	472	624
5506	151	391
5507	976	373
5508	658	433
5509	190	556
5510	128	735
5511	828	646
5512	669	754
5513	864	91
5514	165	583
5515	617	927
5516	755	858
5517	517	580
5518	920	79
5519	31	587
5520	888	51
5521	728	940
5522	855	275
5523	614	420
5524	145	477
5525	228	946
5526	364	642
5527	659	454
5528	955	969
5529	692	342
5530	299	612
5531	140	128
5532	173	374
5533	191	975
5534	975	807
5535	230	742
5536	530	408
5537	445	297
5538	407	920
5539	44	308
5540	867	494
5541	58	574
5542	663	62
5543	742	160
5544	609	444
5545	556	409
5546	774	234
5547	324	829
5548	749	894
5549	432	870
5550	175	48
5551	900	738
5552	138	94
5553	686	454
5554	46	642
5555	788	787
5556	4	711
5557	803	306
5558	49	490
5559	74	157
5560	619	568
5561	431	780
5562	774	700
5563	839	827
5564	223	34
5565	238	953
5566	750	581
5567	728	116
5568	470	252
5569	571	98
5570	737	287
5571	307	453
5572	262	148
5573	524	28
5574	600	596
5575	71	832
5576	499	330
5577	367	596
5578	195	911
5579	942	904
5580	165	821
5581	748	92
5582	880	951
5583	899	314
5584	362	697
5585	858	953
5586	941	609
5587	361	751
5588	136	703
5589	551	778
5590	18	110
5591	210	280
5592	94	66
5593	714	216
5594	598	790
5595	723	614
5596	83	747
5597	275	3
5598	704	54
5599	474	712
5600	510	794
5601	16	116
5602	103	887
5603	549	119
5604	719	610
5605	557	978
5606	774	433
5607	760	853
5608	597	700
5609	283	940
5610	63	607
5611	312	381
5612	955	2
5613	827	141
5614	328	803
5615	844	54
5616	838	3
5617	905	177
5618	558	329
5619	776	830
5620	240	903
5621	612	597
5622	552	92
5623	940	390
5624	321	233
5625	933	961
5626	139	481
5627	659	244
5628	287	75
5629	114	49
5630	490	831
5631	442	548
5632	251	445
5633	339	56
5634	329	251
5635	869	842
5636	723	493
5637	757	484
5638	195	484
5639	838	593
5640	479	629
5641	30	619
5642	683	841
5643	64	487
5644	964	845
5645	737	521
5646	160	745
5647	13	137
5648	585	703
5649	178	506
5650	834	92
5651	727	417
5652	234	941
5653	499	423
5654	778	326
5655	170	67
5656	639	293
5657	760	905
5658	9	373
5659	225	786
5660	757	398
5661	958	501
5662	182	157
5663	610	299
5664	580	919
5665	513	758
5666	395	286
5667	784	298
5668	18	758
5669	655	226
5670	386	44
5671	396	914
5672	126	153
5673	969	966
5674	569	496
5675	941	586
5676	536	163
5677	103	437
5678	608	163
5679	52	287
5680	669	497
5681	53	652
5682	870	860
5683	272	890
5684	362	623
5685	159	241
5686	84	445
5687	741	177
5688	465	102
5689	811	908
5690	974	752
5691	280	529
5692	372	757
5693	211	80
5694	45	721
5695	476	164
5696	287	666
5697	275	322
5698	641	169
5699	248	256
5700	311	346
5701	756	199
5702	53	712
5703	236	694
5704	151	620
5705	279	79
5706	583	50
5707	3	312
5708	906	116
5709	69	637
5710	833	692
5711	185	623
5712	863	822
5713	320	186
5714	575	315
5715	340	15
5716	95	901
5717	667	915
5718	715	117
5719	926	284
5720	372	950
5721	790	216
5722	95	235
5723	309	451
5724	881	307
5725	641	569
5726	401	69
5727	152	726
5728	536	743
5729	523	359
5730	299	329
5731	601	807
5732	188	165
5733	943	4
5734	458	900
5735	510	101
5736	304	554
5737	317	410
5738	240	185
5739	50	287
5740	71	164
5741	707	687
5742	992	406
5743	975	282
5744	745	6
5745	1	118
5746	84	20
5747	445	52
5748	91	601
5749	456	527
5750	624	186
5751	286	808
5752	99	312
5753	63	829
5754	31	334
5755	441	361
5756	655	515
5757	115	58
5758	19	757
5759	630	742
5760	450	158
5761	401	786
5762	470	476
5763	613	109
5764	283	660
5765	952	400
5766	207	782
5767	745	32
5768	600	856
5769	186	627
5770	996	357
5771	973	324
5772	895	427
5773	952	594
5774	841	915
5775	147	370
5776	506	887
5777	311	840
5778	638	911
5779	907	468
5780	324	269
5781	453	566
5782	437	439
5783	140	594
5784	718	415
5785	827	562
5786	867	465
5787	371	549
5788	808	127
5789	90	422
5790	903	129
5791	525	776
5792	231	618
5793	566	776
5794	458	198
5795	781	269
5796	622	661
5797	57	896
5798	595	511
5799	121	211
5800	784	667
5801	716	520
5802	285	872
5803	851	911
5804	273	521
5805	974	980
5806	682	597
5807	526	157
5808	540	144
5809	71	993
5810	501	830
5811	153	88
5812	158	801
5813	135	967
5814	270	879
5815	915	422
5816	244	334
5817	928	689
5818	134	864
5819	723	763
5820	159	725
5821	727	325
5822	462	998
5823	429	415
5824	21	179
5825	483	630
5826	513	883
5827	843	467
5828	935	501
5829	610	664
5830	829	105
5831	490	673
5832	617	790
5833	653	50
5834	81	623
5835	895	493
5836	699	300
5837	133	236
5838	279	218
5839	316	674
5840	970	368
5841	654	1000
5842	933	575
5843	272	638
5844	974	967
5845	683	279
5846	486	966
5847	723	538
5848	649	825
5849	776	74
5850	694	295
5851	901	16
5852	595	440
5853	230	430
5854	841	406
5855	53	275
5856	678	900
5857	590	277
5858	341	472
5859	412	645
5860	598	266
5861	879	414
5862	699	297
5863	877	563
5864	429	76
5865	728	734
5866	146	692
5867	311	520
5868	804	596
5869	513	851
5870	986	154
5871	315	898
5872	220	509
5873	331	168
5874	581	462
5875	744	10
5876	653	855
5877	834	532
5878	617	780
5879	305	743
5880	332	470
5881	742	644
5882	150	470
5883	162	807
5884	498	649
5885	825	402
5886	903	323
5887	273	659
5888	149	245
5889	499	540
5890	623	141
5891	466	882
5892	506	281
5893	159	448
5894	272	634
5895	735	701
5896	240	975
5897	237	560
5898	217	964
5899	933	143
5900	751	257
5901	919	796
5902	652	830
5903	462	731
5904	349	911
5905	274	353
5906	814	35
5907	419	651
5908	617	312
5909	185	731
5910	243	222
5911	787	691
5912	943	450
5913	853	515
5914	110	125
5915	759	956
5916	403	213
5917	666	989
5918	91	164
5919	972	195
5920	269	550
5921	9	804
5922	521	692
5923	648	276
5924	802	451
5925	816	423
5926	115	416
5927	837	568
5928	78	614
5929	849	78
5930	5	305
5931	941	22
5932	531	577
5933	473	122
5934	462	228
5935	780	789
5936	727	774
5937	386	468
5938	863	539
5939	839	29
5940	281	118
5941	404	290
5942	340	458
5943	499	442
5944	723	723
5945	532	454
5946	435	856
5947	437	953
5948	994	54
5949	842	412
5950	574	886
5951	550	927
5952	238	228
5953	359	965
5954	696	978
5955	47	585
5956	888	997
5957	543	157
5958	661	348
5959	266	699
5960	466	747
5961	100	443
5962	163	808
5963	708	613
5964	496	14
5965	357	413
5966	773	257
5967	565	158
5968	752	121
5969	83	943
5970	582	360
5971	392	750
5972	778	350
5973	825	551
5974	548	168
5975	414	55
5976	618	809
5977	972	81
5978	603	954
5979	225	738
5980	474	664
5981	919	534
5982	903	695
5983	173	800
5984	963	310
5985	127	692
5986	359	370
5987	298	983
5988	856	700
5989	873	242
5990	441	646
5991	428	805
5992	754	975
5993	852	2
5994	473	650
5995	162	380
5996	816	510
5997	95	469
5998	395	186
5999	922	500
6000	29	418
6001	399	768
6002	723	395
6003	531	792
6004	188	263
6005	898	896
6006	543	928
6007	500	708
6008	401	920
6009	279	938
6010	50	831
6011	773	426
6012	45	29
6013	6	393
6014	483	723
6015	676	506
6016	499	327
6017	842	710
6018	65	337
6019	529	845
6020	751	939
6021	252	580
6022	101	924
6023	364	521
6024	463	57
6025	57	784
6026	381	675
6027	445	831
6028	648	815
6029	88	672
6030	250	898
6031	856	885
6032	538	270
6033	39	932
6034	793	337
6035	95	145
6036	520	990
6037	153	865
6038	224	741
6039	243	51
6040	503	425
6041	522	176
6042	99	282
6043	570	332
6044	890	503
6045	149	518
6046	51	373
6047	487	724
6048	879	292
6049	916	673
6050	367	286
6051	384	507
6052	491	75
6053	937	207
6054	698	382
6055	988	57
6056	626	174
6057	963	926
6058	666	719
6059	265	562
6060	524	660
6061	74	190
6062	766	131
6063	310	494
6064	349	623
6065	757	904
6066	342	857
6067	522	341
6068	182	912
6069	688	752
6070	648	229
6071	494	15
6072	449	911
6073	699	503
6074	980	462
6075	723	697
6076	946	231
6077	303	387
6078	250	47
6079	728	970
6080	152	430
6081	261	256
6082	898	156
6083	962	700
6084	147	770
6085	714	489
6086	130	780
6087	750	732
6088	561	636
6089	212	13
6090	214	187
6091	536	633
6092	623	977
6093	967	332
6094	356	638
6095	301	355
6096	13	133
6097	970	381
6098	396	122
6099	999	4
6100	192	97
6101	547	451
6102	569	676
6103	703	246
6104	467	344
6105	313	251
6106	590	127
6107	956	297
6108	515	221
6109	661	735
6110	842	661
6111	926	224
6112	401	168
6113	135	690
6114	838	172
6115	143	448
6116	220	268
6117	163	979
6118	170	767
6119	990	91
6120	305	739
6121	142	311
6122	141	52
6123	788	831
6124	854	959
6125	312	134
6126	512	69
6127	42	881
6128	379	654
6129	609	778
6130	407	254
6131	747	859
6132	408	804
6133	870	183
6134	453	432
6135	619	128
6136	737	74
6137	936	188
6138	625	681
6139	136	814
6140	915	214
6141	160	460
6142	586	765
6143	890	316
6144	138	385
6145	644	693
6146	499	959
6147	906	119
6148	413	178
6149	147	680
6150	359	135
6151	174	685
6152	936	526
6153	7	645
6154	471	443
6155	928	521
6156	416	827
6157	557	279
6158	382	737
6159	305	274
6160	523	125
6161	527	454
6162	68	591
6163	347	436
6164	614	2
6165	360	195
6166	11	136
6167	812	17
6168	785	49
6169	607	742
6170	726	881
6171	52	115
6172	545	297
6173	148	88
6174	251	262
6175	80	580
6176	36	279
6177	727	860
6178	927	588
6179	614	212
6180	354	431
6181	74	528
6182	357	459
6183	844	136
6184	1	34
6185	66	776
6186	109	81
6187	254	676
6188	74	705
6189	588	441
6190	920	386
6191	249	995
6192	240	707
6193	1	971
6194	470	334
6195	652	21
6196	280	150
6197	371	734
6198	882	961
6199	216	64
6200	426	736
6201	814	297
6202	438	493
6203	650	456
6204	115	469
6205	269	967
6206	823	534
6207	75	892
6208	184	367
6209	796	127
6210	198	865
6211	854	603
6212	824	21
6213	410	758
6214	829	888
6215	600	910
6216	775	375
6217	273	18
6218	413	736
6219	766	178
6220	668	433
6221	165	61
6222	339	643
6223	678	453
6224	898	812
6225	303	655
6226	906	308
6227	857	883
6228	227	158
6229	987	607
6230	906	64
6231	155	282
6232	642	831
6233	872	359
6234	863	299
6235	434	285
6236	566	95
6237	785	621
6238	543	46
6239	359	527
6240	263	863
6241	822	87
6242	630	773
6243	905	806
6244	888	670
6245	838	484
6246	453	350
6247	958	160
6248	798	335
6249	629	100
6250	421	718
6251	935	431
6252	281	840
6253	382	548
6254	321	925
6255	942	859
6256	968	966
6257	61	224
6258	926	158
6259	254	750
6260	280	527
6261	491	626
6262	686	285
6263	809	804
6264	197	337
6265	789	906
6266	149	88
6267	231	693
6268	318	954
6269	716	507
6270	972	572
6271	125	627
6272	923	712
6273	716	856
6274	717	721
6275	470	181
6276	902	946
6277	385	178
6278	139	23
6279	383	938
6280	717	891
6281	639	276
6282	93	118
6283	550	109
6284	182	410
6285	900	391
6286	994	833
6287	285	597
6288	768	460
6289	793	908
6290	660	651
6291	990	606
6292	991	178
6293	598	186
6294	703	858
6295	640	336
6296	474	143
6297	712	431
6298	275	233
6299	610	346
6300	50	999
6301	639	953
6302	360	956
6303	564	7
6304	394	109
6305	840	309
6306	281	673
6307	495	18
6308	678	647
6309	354	200
6310	631	209
6311	607	561
6312	43	134
6313	174	311
6314	814	49
6315	329	482
6316	977	538
6317	538	151
6318	501	354
6319	134	845
6320	908	41
6321	480	652
6322	316	652
6323	461	940
6324	526	421
6325	187	765
6326	414	234
6327	657	975
6328	293	81
6329	2	231
6330	490	175
6331	116	417
6332	715	473
6333	95	920
6334	21	915
6335	872	625
6336	885	785
6337	233	506
6338	22	376
6339	599	642
6340	275	764
6341	214	799
6342	623	218
6343	841	101
6344	581	602
6345	618	490
6346	471	187
6347	158	616
6348	206	860
6349	620	545
6350	220	6
6351	241	798
6352	581	283
6353	963	261
6354	518	777
6355	911	203
6356	119	518
6357	899	653
6358	836	832
6359	920	725
6360	363	82
6361	337	629
6362	580	371
6363	199	957
6364	838	933
6365	883	885
6366	972	771
6367	117	159
6368	45	143
6369	434	490
6370	472	987
6371	885	901
6372	767	306
6373	637	856
6374	316	107
6375	135	444
6376	744	370
6377	837	97
6378	870	155
6379	681	490
6380	857	267
6381	745	115
6382	978	591
6383	464	779
6384	751	376
6385	873	961
6386	82	301
6387	842	190
6388	351	926
6389	771	107
6390	204	663
6391	987	703
6392	43	135
6393	451	701
6394	959	366
6395	382	271
6396	695	280
6397	752	663
6398	820	523
6399	817	184
6400	248	668
6401	332	676
6402	69	218
6403	454	425
6404	950	882
6405	90	875
6406	34	922
6407	880	563
6408	717	550
6409	130	967
6410	795	487
6411	278	821
6412	306	483
6413	684	439
6414	191	481
6415	153	19
6416	567	26
6417	963	7
6418	405	690
6419	818	677
6420	910	802
6421	97	161
6422	574	810
6423	94	284
6424	230	581
6425	14	989
6426	737	981
6427	986	783
6428	797	750
6429	591	968
6430	650	933
6431	504	142
6432	360	590
6433	748	796
6434	803	775
6435	56	657
6436	812	303
6437	84	484
6438	912	727
6439	878	477
6440	185	67
6441	836	958
6442	858	133
6443	319	843
6444	329	728
6445	718	549
6446	510	504
6447	459	84
6448	960	342
6449	824	751
6450	825	586
6451	400	386
6452	409	518
6453	110	887
6454	394	628
6455	379	11
6456	955	155
6457	145	558
6458	755	663
6459	372	691
6460	930	971
6461	904	577
6462	458	988
6463	265	181
6464	141	513
6465	791	87
6466	268	987
6467	580	827
6468	785	650
6469	36	783
6470	402	522
6471	360	12
6472	448	503
6473	867	578
6474	568	638
6475	748	291
6476	715	499
6477	234	734
6478	145	624
6479	332	548
6480	548	376
6481	463	315
6482	708	95
6483	615	805
6484	214	503
6485	800	187
6486	354	69
6487	272	999
6488	409	98
6489	17	637
6490	833	701
6491	300	207
6492	67	44
6493	77	334
6494	248	501
6495	892	951
6496	571	918
6497	150	80
6498	978	155
6499	974	20
6500	703	308
6501	980	16
6502	660	365
6503	896	274
6504	470	916
6505	477	889
6506	805	126
6507	925	538
6508	841	63
6509	370	922
6510	83	469
6511	671	920
6512	407	933
6513	759	725
6514	543	379
6515	597	459
6516	40	336
6517	47	291
6518	540	1
6519	565	270
6520	734	491
6521	269	733
6522	112	178
6523	871	638
6524	203	883
6525	566	213
6526	863	438
6527	381	271
6528	626	176
6529	253	447
6530	909	583
6531	143	213
6532	470	671
6533	85	885
6534	12	587
6535	659	531
6536	169	877
6537	239	625
6538	794	904
6539	799	285
6540	757	932
6541	545	676
6542	345	287
6543	710	769
6544	972	331
6545	946	265
6546	77	481
6547	698	773
6548	695	26
6549	164	277
6550	542	910
6551	292	106
6552	9	119
6553	279	216
6554	202	351
6555	545	839
6556	347	114
6557	276	130
6558	342	720
6559	426	16
6560	455	482
6561	745	742
6562	342	64
6563	578	609
6564	607	287
6565	55	432
6566	105	178
6567	784	903
6568	694	766
6569	602	484
6570	447	71
6571	192	762
6572	127	42
6573	585	204
6574	531	296
6575	164	558
6576	848	287
6577	435	997
6578	574	453
6579	328	952
6580	11	440
6581	263	246
6582	133	142
6583	26	900
6584	987	61
6585	355	329
6586	540	763
6587	686	757
6588	724	991
6589	489	931
6590	788	49
6591	516	999
6592	602	212
6593	491	739
6594	865	389
6595	731	950
6596	186	635
6597	383	125
6598	316	385
6599	472	8
6600	788	433
6601	257	322
6602	855	149
6603	106	385
6604	78	513
6605	720	653
6606	939	882
6607	371	754
6608	385	425
6609	303	538
6610	981	725
6611	104	6
6612	195	49
6613	163	341
6614	632	796
6615	740	569
6616	332	97
6617	404	85
6618	369	177
6619	808	28
6620	756	548
6621	578	363
6622	825	576
6623	412	587
6624	186	130
6625	719	303
6626	896	887
6627	386	306
6628	639	237
6629	270	762
6630	31	420
6631	65	785
6632	278	30
6633	965	964
6634	846	692
6635	41	703
6636	962	345
6637	277	155
6638	312	335
6639	16	458
6640	835	571
6641	653	630
6642	210	289
6643	565	11
6644	811	878
6645	119	58
6646	417	953
6647	451	4
6648	617	439
6649	712	839
6650	724	405
6651	59	291
6652	297	281
6653	102	658
6654	515	111
6655	730	746
6656	994	114
6657	451	320
6658	379	148
6659	811	855
6660	253	619
6661	264	421
6662	319	894
6663	925	99
6664	280	157
6665	81	35
6666	947	505
6667	549	30
6668	643	264
6669	890	736
6670	914	506
6671	348	778
6672	898	8
6673	123	923
6674	900	968
6675	147	983
6676	289	992
6677	264	431
6678	283	615
6679	523	447
6680	686	645
6681	346	202
6682	110	689
6683	207	752
6684	623	133
6685	17	830
6686	580	576
6687	300	127
6688	707	881
6689	326	970
6690	457	899
6691	984	661
6692	359	806
6693	376	639
6694	301	341
6695	292	871
6696	614	643
6697	14	725
6698	830	549
6699	195	417
6700	639	422
6701	191	691
6702	596	174
6703	31	156
6704	379	42
6705	353	224
6706	426	829
6707	344	3
6708	35	110
6709	891	928
6710	198	490
6711	916	982
6712	570	948
6713	289	197
6714	381	988
6715	58	886
6716	849	206
6717	951	841
6718	366	16
6719	307	490
6720	161	552
6721	754	172
6722	60	532
6723	102	380
6724	71	348
6725	958	84
6726	488	743
6727	348	461
6728	657	277
6729	610	898
6730	128	59
6731	100	48
6732	295	175
6733	316	30
6734	926	464
6735	277	10
6736	38	643
6737	583	127
6738	362	624
6739	869	633
6740	206	390
6741	550	407
6742	484	255
6743	520	280
6744	431	722
6745	792	568
6746	101	851
6747	122	30
6748	317	324
6749	812	877
6750	832	868
6751	628	935
6752	9	224
6753	957	673
6754	869	101
6755	80	8
6756	920	62
6757	579	181
6758	937	388
6759	735	400
6760	469	629
6761	976	559
6762	126	412
6763	951	134
6764	652	996
6765	461	454
6766	351	668
6767	921	833
6768	725	258
6769	114	949
6770	64	500
6771	993	585
6772	267	988
6773	855	12
6774	796	901
6775	439	992
6776	664	748
6777	9	856
6778	652	690
6779	558	572
6780	449	331
6781	748	831
6782	251	863
6783	70	531
6784	786	512
6785	999	63
6786	977	311
6787	706	662
6788	386	833
6789	531	237
6790	832	69
6791	298	748
6792	194	881
6793	379	220
6794	497	138
6795	364	420
6796	822	405
6797	770	156
6798	439	950
6799	306	791
6800	429	68
6801	975	348
6802	464	439
6803	794	549
6804	887	554
6805	651	170
6806	494	604
6807	575	925
6808	181	103
6809	446	259
6810	203	191
6811	812	984
6812	988	612
6813	170	213
6814	692	638
6815	925	27
6816	746	213
6817	86	161
6818	269	411
6819	340	361
6820	158	443
6821	417	468
6822	478	538
6823	461	899
6824	262	659
6825	292	691
6826	972	152
6827	87	156
6828	99	148
6829	565	476
6830	733	550
6831	834	636
6832	841	609
6833	688	740
6834	647	857
6835	255	730
6836	538	874
6837	918	347
6838	613	384
6839	472	683
6840	80	492
6841	265	308
6842	530	914
6843	98	562
6844	345	816
6845	441	838
6846	821	675
6847	911	311
6848	179	16
6849	916	623
6850	838	346
6851	734	992
6852	220	505
6853	93	604
6854	38	880
6855	282	547
6856	690	902
6857	120	532
6858	549	5
6859	837	393
6860	230	46
6861	345	284
6862	434	314
6863	892	959
6864	895	935
6865	930	759
6866	387	567
6867	281	500
6868	179	770
6869	780	940
6870	411	424
6871	735	957
6872	675	890
6873	170	53
6874	24	644
6875	190	437
6876	561	239
6877	106	25
6878	694	983
6879	404	351
6880	8	854
6881	968	56
6882	691	715
6883	600	731
6884	847	939
6885	348	84
6886	855	274
6887	351	699
6888	798	55
6889	314	845
6890	651	306
6891	784	467
6892	202	65
6893	459	32
6894	859	102
6895	812	726
6896	0	231
6897	268	384
6898	564	588
6899	16	701
6900	720	72
6901	917	325
6902	746	56
6903	690	139
6904	505	505
6905	64	63
6906	576	945
6907	880	681
6908	497	345
6909	934	393
6910	814	498
6911	866	60
6912	181	493
6913	934	737
6914	222	414
6915	122	996
6916	478	571
6917	493	781
6918	287	280
6919	303	869
6920	555	26
6921	220	389
6922	498	561
6923	667	760
6924	189	696
6925	820	334
6926	642	219
6927	36	312
6928	245	392
6929	134	734
6930	642	798
6931	570	27
6932	713	697
6933	623	147
6934	723	876
6935	617	288
6936	327	69
6937	556	391
6938	287	543
6939	581	709
6940	770	277
6941	492	23
6942	937	210
6943	810	401
6944	687	879
6945	876	919
6946	346	704
6947	673	316
6948	789	760
6949	804	229
6950	496	171
6951	4	437
6952	110	243
6953	598	998
6954	855	613
6955	891	47
6956	812	793
6957	194	614
6958	380	317
6959	96	201
6960	99	743
6961	490	238
6962	488	50
6963	578	809
6964	429	262
6965	851	256
6966	259	319
6967	890	948
6968	106	53
6969	230	223
6970	212	580
6971	411	490
6972	37	523
6973	557	449
6974	312	788
6975	445	729
6976	982	892
6977	910	403
6978	594	264
6979	309	867
6980	813	247
6981	579	250
6982	858	926
6983	543	433
6984	832	446
6985	934	44
6986	199	986
6987	648	700
6988	998	406
6989	470	42
6990	741	960
6991	781	781
6992	725	444
6993	187	950
6994	683	563
6995	117	817
6996	590	280
